project,pr_name,pr_base_branch,build_id,build_duration,build_timestamp,build_result,build_head_sha,ts_duration,passcount,failcount,skipcount,build_date
kafka,PR-16315,trunk,5,21545.0,1718303889.0,UNSTABLE,61700fee015b80981f6665a4371eefb8105e1bf5,124493.47,63984,14,160,2024-06-13
kafka,PR-16331,trunk,1,18568.0,1718305554.0,UNSTABLE,a477a80e47f7ac5bebfedad29c310e0b41f71a10,100701.086,63729,2,160,2024-06-13
kafka,PR-16316,trunk,13,18355.0,1718312871.0,UNSTABLE,fe9e811c4c25bcf5750e7c31bc2e41d9197e42f7,126891.414,63742,12,160,2024-06-13
kafka,PR-16336,trunk,1,14369.0,1718315456.0,UNSTABLE,56dd12da82aa891c6bc18f33ebf7ad19eb65861e,109346.19,63731,6,160,2024-06-13
kafka,PR-16277,trunk,13,10648.0,1718331871.0,UNSTABLE,cbad788cc0b5323a87c09f69814aa50aa69c64a6,53446.793,63744,12,151,2024-06-13
kafka,PR-16250,trunk,10,18504.0,1718341622.0,UNSTABLE,811fca42c84dbdac7c235ccb96d7f3f58507e319,209004.08,63750,8,169,2024-06-14
kafka,PR-16263,trunk,14,21376.0,1718342228.0,UNSTABLE,148f35f311f61edce49763d402d6c5bad9889063,127688.43,63782,9,161,2024-06-14
kafka,PR-16330,trunk,2,21937.0,1718343690.0,UNSTABLE,3419e60eca7d4b24566138e1f8cd66fc5d4cbe48,294477.75,63762,30,168,2024-06-14
kafka,PR-16278,trunk,7,19559.0,1718346771.0,UNSTABLE,8245f7193ee6225e1fea5ca8f995db9611ec2d45,316199.72,63736,75,169,2024-06-14
kafka,PR-16319,trunk,6,17578.0,1718347248.0,UNSTABLE,8cad543bf7da6e0d26b13f505ed4c1a94839cd39,169766.42,63777,22,160,2024-06-14
kafka,PR-16337,trunk,3,17377.0,1718347728.0,UNSTABLE,a530117c86e2a690a0419524126a9ed1a98b52aa,260452.25,63768,27,169,2024-06-14
kafka,PR-16116,trunk,20,18613.0,1718357129.0,UNSTABLE,f73c1cc1f31abe5bb90b28e593c39c702fff3c9a,179055.53,63746,8,169,2024-06-14
kafka,PR-16328,trunk,2,11457.0,1718362631.0,UNSTABLE,3e5ee2d64a51c770f10a4aae3ef615a045d2032b,73076.98,63766,12,151,2024-06-14
kafka,PR-16340,trunk,1,19565.0,1718373271.0,UNSTABLE,8712f71e280042d841b4e0ca5cbf07da944a5468,197166.05,63783,6,169,2024-06-14
kafka,PR-16124,trunk,13,19035.0,1718375045.0,UNSTABLE,a0271eae7449156e4ddce88b01e531339b1f4293,143213.94,63819,15,162,2024-06-14
kafka,PR-16228,trunk,4,5767.0,1718375451.0,UNSTABLE,ff230f6ad3bd9a50368761ccbe9982e25c38eddc,44081.574,63793,6,156,2024-06-14
kafka,PR-16210,trunk,8,19825.0,1718378583.0,UNSTABLE,5686b7220856024af70f7f1f5ca942058e757a18,177557.0,63783,6,169,2024-06-14
kafka,PR-16332,trunk,5,15634.0,1718382030.0,UNSTABLE,af912a32dba5936d363f672713e2d5bcbd667f0d,102974.76,63790,4,162,2024-06-14
kafka,PR-16310,trunk,20,14618.0,1718383499.0,UNSTABLE,b1e35cb5f442fc51a4c5e3a4eb3a96ca6d41d259,94566.57,63814,5,161,2024-06-14
kafka,PR-16259,trunk,3,19957.0,1718391529.0,UNSTABLE,f9e4bbe98ab780e1f0abb30ca48387c1b0765ddb,206841.92,63786,10,169,2024-06-14
kafka,PR-16309,trunk,5,19029.0,1718391770.0,UNSTABLE,2a1b0d7e9252f09ed086f4136e80da3a6b4d120e,155536.5,63795,11,163,2024-06-14
kafka,PR-16342,3.7,2,17333.0,1718398225.0,UNSTABLE,348e93a059dfa79bd0e84085e2632503eedd1edf,483266.25,111497,62,284,2024-06-14
kafka,PR-16297,trunk,7,20396.0,1718426520.0,UNSTABLE,8a578654f725fb45b196f40cbde78f212f46e627,239522.36,63833,20,169,2024-06-14
kafka,PR-16335,trunk,5,21631.0,1718434120.0,UNSTABLE,b87d7b058184083592a40a56a7f76aac643f5676,271431.16,63823,20,169,2024-06-15
kafka,PR-15908,trunk,22,6129.0,1718458264.0,UNSTABLE,8ae8ab7b68f10d432a6fefac8403c6fc19a1b4ce,45513.76,63768,5,155,2024-06-15
kafka,PR-16338,trunk,9,19929.0,1718526124.0,UNSTABLE,1e1078a3a7dfeeff460d9ed840332360a1224666,133694.62,63762,10,161,2024-06-16
kafka,PR-16341,trunk,4,18855.0,1718533115.0,UNSTABLE,85aea5fed8e76ee345a89d501ffbdbc39d2e1358,170085.3,63780,12,165,2024-06-16
kafka,PR-16358,trunk,1,20836.0,1718537826.0,UNSTABLE,80e251d724b45c6db13ee37f4bd9c814072711f1,217209.45,63759,14,169,2024-06-16
kafka,PR-16280,trunk,6,18931.0,1718539290.0,UNSTABLE,b6f111fbe98cc872cececb72a478376f7188c33a,220188.64,63773,12,169,2024-06-16
kafka,PR-15924,trunk,3,15518.0,1718550432.0,UNSTABLE,4bf4223865c02a53260333bc8b7bc5084231649d,138764.53,63751,7,168,2024-06-16
kafka,PR-16354,trunk,3,17298.0,1718554418.0,UNSTABLE,7ac5fca63c6a8325043e2a601e6f712990a74771,168757.7,63752,13,169,2024-06-16
kafka,PR-16327,trunk,9,15666.0,1718580963.0,UNSTABLE,d9d44709559b10d5adcbab63a4ef9f18eee78380,168871.25,63754,9,169,2024-06-16
kafka,PR-16362,trunk,1,17030.0,1718593568.0,UNSTABLE,831560961fec218a378178e637185d6ae1f1fa61,162082.17,63768,8,168,2024-06-16
kafka,PR-16357,trunk,5,17114.0,1718607284.0,UNSTABLE,727c37bd5ed727e978e8652a95f14b13b2d258e9,231954.75,63806,19,169,2024-06-17
kafka,PR-16366,trunk,1,16647.0,1718607705.0,UNSTABLE,11d4fdd12e73c56a463dc663fb91f56509ab3fed,111344.234,63782,6,167,2024-06-17
kafka,PR-16367,trunk,1,16499.0,1718621001.0,UNSTABLE,2a5a35712402d45468c19433072caeeb673b7061,168969.23,63788,6,168,2024-06-17
kafka,PR-16355,trunk,4,15598.0,1718621072.0,UNSTABLE,7acc4b3efdbf6d3331c85b6bcb87b85bff17d75c,110240.57,63801,9,171,2024-06-17
kafka,PR-16323,trunk,5,19057.0,1718622339.0,UNSTABLE,ff4c6b1a15e413c2ff5641842c66b32a69453b6d,217544.03,63799,11,169,2024-06-17
kafka,PR-15175,trunk,14,17208.0,1718622620.0,UNSTABLE,fa8bba5dc7b3117b0240dca557686628cdeb9e51,132124.86,63840,13,159,2024-06-17
kafka,PR-16359,trunk,3,9601.0,1718624252.0,UNSTABLE,7b51a42b7340a814bf88dd14425b9c57289dd3a5,60305.02,63818,7,152,2024-06-17
kafka,PR-16369,trunk,1,15304.0,1718626723.0,UNSTABLE,41040554884c0b7863f44fa24a77d8247f216ec7,98609.44,63787,7,162,2024-06-17
kafka,PR-16350,trunk,4,23463.0,1718628629.0,UNSTABLE,bb8e95908c0a3bbab3630b20bba60f056adc45b2,189361.27,63793,11,169,2024-06-17
kafka,PR-16343,trunk,2,18100.0,1718631889.0,UNSTABLE,67fecfacb5b60160f6c2f40deb0e189bdf290dca,104039.0,63786,6,167,2024-06-17
kafka,PR-16374,trunk,1,20109.0,1718646642.0,UNSTABLE,104567379d948ca6eacda1a97c7a6421968a2ffb,185789.16,63868,19,160,2024-06-17
kafka,PR-16333,trunk,4,17426.0,1718657602.0,UNSTABLE,dd8eea11a87d057c97649285233dad316f5820cc,189599.73,63856,11,167,2024-06-17
kafka,PR-16376,3.8,1,14537.0,1718658624.0,UNSTABLE,ceb4aceb9977a4b8a5c844c3e4c66988c4004a00,151150.53,63789,4,166,2024-06-17
kafka,PR-16345,trunk,3,19730.0,1718659150.0,UNSTABLE,71b35e783b5679647ce0dad9e69b393127971303,114188.08,63856,2,160,2024-06-17
kafka,PR-16353,trunk,3,16506.0,1718666007.0,UNSTABLE,95809cf5c29e654ceb760dae00f5d470db0a1236,155435.08,63844,4,168,2024-06-17
kafka,PR-16351,trunk,19,18020.0,1718674542.0,UNSTABLE,c2609bdf3695ec726e40be7d54bd0d6d197a8a40,188766.62,63844,9,168,2024-06-17
kafka,PR-16378,trunk,1,15989.0,1718676311.0,UNSTABLE,58a735b88559c0f2ae14f2b90681cca43d095673,157091.97,63842,7,168,2024-06-17
kafka,PR-16348,trunk,7,17114.0,1718678366.0,UNSTABLE,c79b8de076ef4452bbe29c6c7ab9b679ad0ceca9,136988.45,63849,10,163,2024-06-17
kafka,PR-16379,trunk,1,17258.0,1718692110.0,UNSTABLE,6e8901b3309f46bdc4b35049730f6bf9e92283a4,176611.45,63282,67,168,2024-06-18
kafka,PR-16382,trunk,1,19443.0,1718695068.0,UNSTABLE,2661e8619aa993bcb0e6e87959573adb1900e792,243120.42,63861,18,168,2024-06-18
kafka,PR-16339,trunk,4,17763.0,1718700294.0,UNSTABLE,87a085e93f814ca3a2147de104b2ca7784b00ba0,114138.06,63867,9,162,2024-06-18
kafka,PR-16370,trunk,3,18694.0,1718716312.0,UNSTABLE,b715e3e4cfaecf5d0d9a0901d4eec389236c85a4,121058.32,63850,12,164,2024-06-18
kafka,PR-16383,trunk,4,18435.0,1718721987.0,UNSTABLE,9f0ba96a6c4c93cb963624de5fac0efefd3091f9,117027.78,63862,5,161,2024-06-18
kafka,PR-16375,trunk,3,15584.0,1718722114.0,UNSTABLE,b4e74d5b9ae5f7f32fded31f79fef42da398a5b7,108574.72,63863,10,160,2024-06-18
kafka,PR-16385,trunk,2,20561.0,1718723413.0,UNSTABLE,d0f249db1dedb3f192544c0e15532ff962dc745b,140382.97,63861,8,163,2024-06-18
kafka,PR-16386,trunk,1,20147.0,1718725497.0,UNSTABLE,99f050f78a5ede649a550dd65f79ce9849369cc1,232861.28,63860,10,169,2024-06-18
kafka,PR-16030,trunk,7,19758.0,1718726064.0,UNSTABLE,a5ea72dc705cfbfa9d4999f0f1d71c860d6916d2,211934.06,63860,13,169,2024-06-18
kafka,PR-15451,trunk,3,15910.0,1718728040.0,UNSTABLE,86efc7503c32d1dfdc04726eee1d3b9e676b9ae4,158726.1,63855,6,169,2024-06-18
kafka,PR-16303,trunk,8,16534.0,1718758644.0,UNSTABLE,e02dbfafd3c5aa698c5c20ff9b7b858d825c0061,93737.42,63881,2,162,2024-06-18
kafka,PR-16392,trunk,1,16720.0,1718760624.0,UNSTABLE,bbac69bc517869dc04677ff9255f07936fef6bb4,108770.234,63907,4,164,2024-06-18
kafka,PR-16295,trunk,3,19191.0,1718779301.0,UNSTABLE,82a0012b49373258ba735b9becad5c69871a1a1b,131142.12,63884,6,164,2024-06-19
kafka,PR-16380,trunk,5,20438.0,1718782370.0,UNSTABLE,c1295b8f0c8785a56bed02db01d495a8d2af118c,332474.25,63888,22,169,2024-06-19
kafka,PR-16349,trunk,3,18824.0,1718785003.0,UNSTABLE,030555bb84f7eb66aacb50fec5f16ad4ae135740,173038.73,63882,11,168,2024-06-19
kafka,PR-16368,trunk,2,17399.0,1718792204.0,UNSTABLE,4c5c7aa15399c9d05797ef3e43829360af9e69e4,129295.13,63892,10,161,2024-06-19
kafka,PR-16388,trunk,3,18121.0,1718792889.0,UNSTABLE,6b993f2222a74946e390da0c95f1ee0e4e68e20d,121913.49,63882,8,162,2024-06-19
kafka,PR-16360,trunk,4,18566.0,1718805790.0,UNSTABLE,1b54c5890553b9c8cc36d18aafc012fab88fcfcc,193787.1,63716,14,168,2024-06-19
kafka,PR-16395,3.6,1,12758.0,1718806148.0,UNSTABLE,5ea38fc55d94f77bfb0ab4ee515fd1ba868d264a,231995.58,100162,8,161,2024-06-19
kafka,PR-16317,trunk,9,16677.0,1718809132.0,UNSTABLE,f87ecb63156221276134f26a74079131f043f948,184452.55,63894,10,174,2024-06-19
kafka,PR-16397,trunk,1,16879.0,1718827764.0,UNSTABLE,0f6149f5cf4b3c4566d24f36247d474dfacfe6ae,110529.38,63906,4,162,2024-06-19
kafka,PR-16393,trunk,4,15674.0,1718851725.0,UNSTABLE,bb4a6278079c964724952d4a569ad8de8eb07523,116958.3,63724,8,160,2024-06-19
kafka,PR-16394,trunk,5,17928.0,1718860920.0,UNSTABLE,daf36fd7bf363574270be10d8423a6bb8e702fc7,170870.19,63714,5,169,2024-06-20
kafka,PR-16401,trunk,1,16840.0,1718878340.0,UNSTABLE,be1c630207968f21a895605b970c05e8d10d6ce1,166226.05,63715,6,169,2024-06-20
kafka,PR-16402,trunk,1,17268.0,1718878898.0,UNSTABLE,3b5940ec2029862c19fac2811181a7562adf1675,136516.5,63712,9,169,2024-06-20
kafka,PR-16324,trunk,8,16177.0,1718884495.0,UNSTABLE,c76376320053c73de6772ce5b7955be27b9be512,155315.86,63710,7,169,2024-06-20
kafka,PR-16404,trunk,1,17446.0,1718885563.0,UNSTABLE,953c97fdb1df72133f954de391c8757b7a2ff718,179427.67,63715,8,169,2024-06-20
kafka,PR-16356,trunk,12,17142.0,1718887735.0,UNSTABLE,6a971e7160ff0d669bb28906458003a0f37fd526,210224.42,63761,17,161,2024-06-20
kafka,PR-16406,trunk,1,21655.0,1718895108.0,UNSTABLE,dfab5771a2fb418878bd36ee3586b2073df69d76,214572.02,63719,9,168,2024-06-20
kafka,PR-16407,trunk,1,22546.0,1718895694.0,UNSTABLE,eff9742a790f9d0d0a83027f1876a95d7aa5ba71,202600.78,63713,8,169,2024-06-20
kafka,PR-16211,trunk,7,17789.0,1718902979.0,UNSTABLE,22f748027b9d9aab19ca1f6f51d259916911630b,112789.85,63725,4,161,2024-06-20
kafka,PR-16235,trunk,20,16183.0,1718913581.0,UNSTABLE,b79b74ad1f811859d0d9febb694be2e75801c94c,109499.73,63960,10,160,2024-06-20
kafka,PR-16409,3.8,6,17584.0,1718923468.0,UNSTABLE,aaad51842da26cc06296f38e0fe62a9eb0c23099,186683.72,63782,6,168,2024-06-20
kafka,PR-16416,trunk,1,16239.0,1718956283.0,UNSTABLE,971cf44581c585677d509b438b09dbc9a7e1a9de,162133.23,63750,8,169,2024-06-21
kafka,PR-16415,trunk,6,15194.0,1718961165.0,UNSTABLE,7123a313c7a6e8054dac224203404a7bec0ff95f,107367.16,63790,13,156,2024-06-21
kafka,PR-16377,trunk,6,16299.0,1718962448.0,UNSTABLE,65927a7bdf3ed53cc67682897ee8643a1ab20de8,109261.62,63786,10,164,2024-06-21
kafka,PR-16265,trunk,13,17767.0,1718973302.0,UNSTABLE,46d322669c345407fa2bb7f1264c00cf664c3921,86795.07,63769,2,159,2024-06-21
kafka,PR-15830,trunk,14,17789.0,1719006287.0,UNSTABLE,7bcec4082cb998f6bed05280a0e9f5ccbe58a320,125846.914,63839,11,161,2024-06-21
kafka,PR-16405,trunk,3,16679.0,1719011636.0,UNSTABLE,ee0cf8ded51262d98e913c5eb18538806c99499f,163691.64,63822,8,167,2024-06-21
kafka,PR-16419,trunk,2,18875.0,1719033198.0,UNSTABLE,8138f4f84c7120bc8950de6f3f1a7760dfcb64e7,186638.4,63817,8,168,2024-06-22
kafka,PR-16418,trunk,2,16531.0,1719044376.0,UNSTABLE,6eb2f0353609131326fcc5f19ecb869c22f9e341,132226.44,63792,3,170,2024-06-22
kafka,PR-16403,trunk,3,16190.0,1719059031.0,UNSTABLE,3648f9baf1433d34b0586ded8839fd096c36dd72,181153.62,63920,10,168,2024-06-22
kafka,PR-16384,trunk,5,20532.0,1719060554.0,UNSTABLE,3cb3afa3cfeffb1e0eb58aa4849d0e424d9f1980,170885.75,63788,9,169,2024-06-22
kafka,PR-16361,trunk,3,15993.0,1719063549.0,UNSTABLE,bf49892b1ffdf5943a48d905095024a50466bcd6,169286.6,63807,7,169,2024-06-22
kafka,PR-16408,trunk,3,15703.0,1719116800.0,UNSTABLE,d413d3f44885ed03c878c925be471e1e71082728,142221.38,63837,5,169,2024-06-22
kafka,PR-16423,trunk,3,7553.0,1719121524.0,UNSTABLE,07b93fb33ef2f5f507cf3ba24328a2e19da3b825,52663.188,63823,2,151,2024-06-23
kafka,PR-16396,trunk,6,14327.0,1719153592.0,UNSTABLE,916fefa5cae9d89a419db73fe2ed05c74b1ed9b4,128147.83,63766,4,167,2024-06-23
kafka,PR-16429,trunk,1,15848.0,1719157085.0,UNSTABLE,1a55561be1f73dfd36156a9d5dae67c019eec6a6,89236.31,63815,2,160,2024-06-23
kafka,PR-16414,trunk,8,14268.0,1719158433.0,UNSTABLE,32ac2883195ac0d0d2661a5819222eb358149aaa,100436.82,63841,1,160,2024-06-23
kafka,PR-15740,trunk,6,16140.0,1719187197.0,UNSTABLE,e12495267d034164573d2c43d6c48bfbdbdb9337,159305.06,63815,8,169,2024-06-23
kafka,PR-16413,trunk,3,16737.0,1719194717.0,UNSTABLE,b8208029805dfb8b28372fb743a62b0ec08bd851,95478.48,63811,3,160,2024-06-23
kafka,PR-16434,trunk,1,21290.0,1719228422.0,UNSTABLE,4606c8cbbf96000c85765a47e7dc2b75301cc7fe,288595.9,63802,22,168,2024-06-24
kafka,PR-16435,trunk,1,18576.0,1719228503.0,UNSTABLE,4abeafd54990dd8551ba4e6c17854f6ccb3f36bd,153073.48,62971,74,167,2024-06-24
kafka,PR-16436,trunk,1,9994.0,1719228519.0,UNSTABLE,d2e95a07da59dfad25b78731bcae7ac81455fbd3,58831.727,63792,14,154,2024-06-24
kafka,PR-16437,trunk,1,24734.0,1719229363.0,UNSTABLE,99d8f29f97daea8fc179c6cd155bc3efe059e02d,259936.05,63818,21,169,2024-06-24
kafka,PR-16344,trunk,10,23606.0,1719231834.0,UNSTABLE,34708197a735044dd9f50a272aec5a87027efdfc,210790.67,63894,14,169,2024-06-24
kafka,PR-16424,trunk,2,21221.0,1719234672.0,UNSTABLE,eb78debfeb6a8fd82e39be669649b2e67154947f,153838.06,63776,1,169,2024-06-24
kafka,PR-16439,trunk,2,23303.0,1719241887.0,UNSTABLE,8f5d14848a529c184b4414aacf8d663101cb08d5,118206.336,63798,9,160,2024-06-24
kafka,PR-16441,trunk,1,19125.0,1719249348.0,UNSTABLE,48af7c4b4bc0e62dd5f4d6859cfa0e84fac9abd6,126117.555,63799,15,167,2024-06-24
kafka,PR-16442,trunk,2,14784.0,1719264687.0,UNSTABLE,8e0f8828ef0ad8ab9884a9a49d1ec6a959e0e6fd,93950.64,63792,4,160,2024-06-24
kafka,PR-16445,trunk,2,21113.0,1719288805.0,UNSTABLE,3a3d995c9b6878f4eb80c921fdf164aee97ee5ab,211111.92,63791,10,169,2024-06-24
kafka,PR-16257,trunk,4,16212.0,1719303336.0,UNSTABLE,464782ee9dd70cccddab1fe03b6aa1c854cb1628,160860.67,63814,4,169,2024-06-25
kafka,PR-16440,trunk,2,14759.0,1719303712.0,UNSTABLE,fdbdaa61f74b5e02db98d15e1f184b20e103393b,115428.766,63831,7,157,2024-06-25
kafka,PR-16430,trunk,5,17876.0,1719313200.0,UNSTABLE,1c39c42dbc9b2ae7731d84ff1431f8ca391c0d47,167603.61,63847,5,169,2024-06-25
kafka,PR-15915,trunk,6,16952.0,1719317132.0,UNSTABLE,9f611ab5fe60b951cdaac8ec8bac5229f06c7392,160043.6,63841,6,169,2024-06-25
kafka,PR-16089,trunk,1,16894.0,1719317327.0,UNSTABLE,8848e7f467f68fe5067f12fde2bd959fb9227de5,151364.67,63811,6,176,2024-06-25
kafka,PR-16448,trunk,1,18456.0,1719321897.0,UNSTABLE,a0a5289875286820c21c0b72a132269f9a287445,198543.86,63827,16,169,2024-06-25
kafka,PR-16452,trunk,1,16028.0,1719339420.0,UNSTABLE,b615266076c6dcdd1847aa6e13d48ebd9775c760,103055.0,64051,5,164,2024-06-25
kafka,PR-16420,3.8,5,16642.0,1719341088.0,UNSTABLE,1faf2abc69803dd542b60727cbf89b1aa8f5cee7,137558.23,63784,4,169,2024-06-25
kafka,PR-16453,trunk,2,13948.0,1719348190.0,UNSTABLE,ee3c2b6034afc757cc7bd2fe09d225c6eaee9f37,98580.836,63840,5,160,2024-06-25
kafka,PR-16422,trunk,4,16021.0,1719361252.0,UNSTABLE,31e34beed8ebba5a901720d2b0e95e10675041f9,170390.39,64076,6,169,2024-06-25
kafka,PR-16431,trunk,9,16496.0,1719384595.0,UNSTABLE,d74c051d6c79c3fd0d55b21e1c73b83956e64cfa,219876.78,64065,17,169,2024-06-26
kafka,PR-16446,trunk,5,16911.0,1719402821.0,UNSTABLE,7f142a717aaf471259573824baf877055d139d09,126788.6,64072,9,160,2024-06-26
kafka,PR-16462,trunk,1,17364.0,1719419439.0,UNSTABLE,3d11a19046367523cb00ea3bb06c334732293bad,161661.5,64045,3,169,2024-06-26
kafka,PR-16447,trunk,7,16513.0,1719439873.0,UNSTABLE,c8650a96f807174052af92e732867b68143dd802,170229.95,64052,6,169,2024-06-26
kafka,PR-16466,trunk,1,20805.0,1719469206.0,UNSTABLE,f3937ca387c020d5ce886d09bf4ff4dd8af2227a,161358.31,64056,32,160,2024-06-27
kafka,PR-16467,trunk,1,16109.0,1719473411.0,UNSTABLE,c099355404ecb346d40602446ebb2bc972b3fd7e,153440.89,64073,10,165,2024-06-27
kafka,PR-16054,trunk,14,15109.0,1719476002.0,UNSTABLE,aad7dc6b71b65c94c9047c7e5b3a80630d5d12c3,96424.04,64060,9,160,2024-06-27
kafka,PR-16468,trunk,1,19864.0,1719476034.0,UNSTABLE,5b82ae617fbca61eb406e3af7c94cede82e3a954,146543.45,64054,10,162,2024-06-27
kafka,PR-16471,trunk,2,6470.0,1719483659.0,UNSTABLE,8eebc8521e996a514b629a02320e2dd8cbb32000,48989.71,64094,2,151,2024-06-27
kafka,PR-16455,trunk,3,15323.0,1719495671.0,UNSTABLE,ea28f10815ab23c8024672e707b2f2f2b0542d72,105749.88,64086,5,168,2024-06-27
kafka,PR-16464,trunk,4,21158.0,1719501535.0,UNSTABLE,90e240173868b20cc38d342f61a7f3c90edfe8f2,192815.9,64084,9,169,2024-06-27
kafka,PR-16476,trunk,1,14613.0,1719515032.0,UNSTABLE,8f598ea74d1d4354aa4a14d87a83e40876a167d5,89603.28,64081,14,160,2024-06-27
kafka,PR-16347,trunk,16,18494.0,1719521820.0,UNSTABLE,fccf7cbeb8f157e2c6778bd892e8edbe0fe6a144,146111.9,64164,20,162,2024-06-27
kafka,PR-16312,trunk,47,20940.0,1719523154.0,UNSTABLE,baca710f757f975c1224c51a386da4d565aa0683,374952.22,64189,37,169,2024-06-27
kafka,PR-16399,trunk,13,16709.0,1719545903.0,UNSTABLE,4dc78e93a392a781b85f012cc77ba042fff4ebf6,93537.15,64167,4,161,2024-06-27
kafka,PR-16479,trunk,1,21182.0,1719557095.0,UNSTABLE,72e7346f7f65e597228a8a6985699e54ffdba4a2,191820.7,64184,19,161,2024-06-28
kafka,PR-16481,trunk,1,19863.0,1719561073.0,UNSTABLE,faa720272739e93d184c97381a13ef2fe5240d08,174891.22,64154,7,178,2024-06-28
kafka,PR-16371,trunk,10,19645.0,1719562301.0,UNSTABLE,1a3e42036dc0f892216a065d3c0dc1b71493aacf,207583.58,64180,8,171,2024-06-28
kafka,PR-16484,trunk,1,18892.0,1719567994.0,UNSTABLE,d20d2566fb8d4a7620d833d35ffa7f79f1a0c64c,106965.73,64160,3,162,2024-06-28
kafka,PR-16487,trunk,1,16155.0,1719583876.0,UNSTABLE,4cc2bd8c53e79176b9463e725248a41c3eea2048,152224.23,64150,3,180,2024-06-28
kafka,PR-16428,trunk,3,19936.0,1719585107.0,UNSTABLE,f8b0d282833ef08f37a1fc5aadaf2bec454f6f8c,167486.47,64163,5,171,2024-06-28
kafka,PR-16478,3.8,3,15457.0,1719598007.0,UNSTABLE,659aa0d00fc4d0514aafc51643928c52eee37ef8,146539.22,63739,3,167,2024-06-28
kafka,PR-16489,trunk,1,15316.0,1719609307.0,UNSTABLE,16012e9bf9d46b1468c345fa2c08e10da6a0f4bb,91218.664,64166,2,161,2024-06-28
kafka,PR-16450,trunk,14,16830.0,1719719759.0,UNSTABLE,d7a01d0e1b01805bca76abc4d204c2ea4b5e85f5,107335.664,64173,3,161,2024-06-29
kafka,PR-16470,trunk,14,15464.0,1719727054.0,UNSTABLE,e2ff23cada0ba0b551cbb7105e59d6e1ed28eaaa,108815.266,64151,22,163,2024-06-30
kafka,PR-16458,trunk,6,19440.0,1719760957.0,UNSTABLE,773effc736bd945ef89b93340bba368d11abe487,199927.97,64180,20,170,2024-06-30
kafka,PR-15864,trunk,3,16023.0,1719765991.0,UNSTABLE,90c73aa6f01d7c59d02f3093fb275583f3c544a8,175399.67,64164,8,171,2024-06-30
kafka,PR-16469,trunk,3,19232.0,1719795915.0,UNSTABLE,d67b33b1a7375054b8f5fff24566cb90417adf8b,71575.12,32148,1,53,2024-06-30
kafka,PR-16465,trunk,5,22896.0,1719825763.0,UNSTABLE,63f7c25a9a90ce7bfa34a651e3806c4b0faf2dcf,154423.12,64216,11,164,2024-07-01
kafka,PR-16473,trunk,2,18296.0,1719837513.0,UNSTABLE,990699d4869cb25c6a040d79ec92c0a4db93549b,169332.61,62823,112,168,2024-07-01
kafka,PR-16480,trunk,9,22433.0,1719838039.0,UNSTABLE,b20c4e1e797daef9aef8b302e09dbc1aab2a9d91,329806.75,64177,41,171,2024-07-01
kafka,PR-16485,trunk,3,17042.0,1719845548.0,UNSTABLE,a22e2174f9e3c65187c9fafd2f873cbf57c77b9b,173452.9,64198,7,171,2024-07-01
kafka,PR-16264,trunk,9,18931.0,1719846761.0,UNSTABLE,70da1b4d6801b6c25d356914fdc0ed1d37f767d0,206776.03,64167,8,170,2024-07-01
kafka,PR-16460,trunk,6,17539.0,1719847598.0,UNSTABLE,3d3f6c5d828a20dba24a8ab70260cc7c586cec06,161553.6,64199,11,170,2024-07-01
kafka,PR-15224,trunk,5,18335.0,1719855258.0,UNSTABLE,757b655a72f23efedbd75c05a133d392a2d17f6c,182579.84,64259,27,159,2024-07-01
kafka,PR-16482,trunk,6,18939.0,1719909514.0,UNSTABLE,97dd1f8d0639468a4a1fbbe52c1ae5bb0dbea7d3,144265.02,64167,5,171,2024-07-02
kafka,PR-16400,3.8,14,14511.0,1719912079.0,UNSTABLE,fd44ece024a4fc99bbc12d7ff3412bb5419829f4,110752.16,63793,10,159,2024-07-02
kafka,PR-16507,trunk,1,18436.0,1719920049.0,UNSTABLE,f1fd1f272cf848a370b24f684017a8010f36b76d,194526.08,64164,23,168,2024-07-02
kafka,PR-16457,trunk,7,17104.0,1719927866.0,UNSTABLE,a1175d8a04bfcf4792d6f1a89b9372bb7a8433ed,152761.05,64214,8,171,2024-07-02
kafka,PR-16474,trunk,4,21649.0,1719932023.0,UNSTABLE,e005d8bf17f45e3c3a99ddbd768c7543529b4d7f,182960.95,64186,11,170,2024-07-02
kafka,PR-13333,trunk,15,17648.0,1719934495.0,UNSTABLE,c875bdf53cc79b7384f63487b16a2730f37cc530,103358.11,64170,11,165,2024-07-02
kafka,PR-16512,trunk,1,15626.0,1719951834.0,UNSTABLE,6d06585cad27c943f08ecdf4d4e16c4c933dfe87,176536.67,64169,7,168,2024-07-02
kafka,PR-16503,trunk,3,17707.0,1719958198.0,UNSTABLE,5d755b4b7427ec1e8609b49ba4ee4dab643233f3,181052.16,64175,9,167,2024-07-02
kafka,PR-16477,trunk,6,17156.0,1719960093.0,UNSTABLE,2693eeb61b5d81f8bb963f88860f45236c961c77,100968.58,64218,5,158,2024-07-02
kafka,PR-15302,trunk,5,16498.0,1719965655.0,UNSTABLE,dc56646bc7b4007a5e4b906db5de2d3f17b0462a,203423.5,64212,11,171,2024-07-02
kafka,PR-16087,trunk,8,17102.0,1719978227.0,UNSTABLE,51df459d59aa4a23a1661f1d6347ed9dcc56f1a1,88534.445,64229,9,163,2024-07-02
